Customer ID,Subscription Length (Months),Customer Satisfaction Score (1-10),Daily Watch Time (Hours),Engagement Rate (1-10),Device Used Most Often,Genre Preference,Region,Payment History (On-Time/Delayed),Subscription Plan,Churn Status (Yes/No),Support Queries Logged,Age,Monthly Income ($),Promotional Offers Used,Number of Profiles Created
1827,7,5,2.43,9,Mobile,Action,North America,Delayed,Basic,Yes,0,40,3396,Yes,5
1828,41,7,1.42,3,Mobile,Sci-fi,Asia,Delayed,Premium,Yes,5,31,9615,No,3
1829,60,2,0.75,6,Smart TV,Comedy,South America,Delayed,Basic,Yes,10,21,5158,Yes,1
1830,31,7,2.82,8,Mobile,Romance,Asia,On-Time,Standard,Yes,9,68,8383,Yes,3
1831,11,9,4.44,9,Smart TV,Action,Africa,Delayed,Basic,Yes,9,27,5164,Yes,5
1832,10,8,0.34,5,Tablet,Comedy,Asia,On-Time,Standard,No,4,26,9024,No,3
1833,46,1,5.46,6,Mobile,Sci-fi,Europe,Delayed,Basic,Yes,9,65,8492,Yes,2
1834,22,7,2.16,7,Tablet,Drama,South America,Delayed,Basic,No,5,44,6154,No,2
1835,2,1,5.45,6,Laptop,Sci-fi,Africa,On-Time,Basic,Yes,10,38,3577,Yes,1
1836,24,2,5.72,3,Laptop,Action,North America,Delayed,Standard,No,9,18,4995,No,2
1837,22,7,0.35,3,Mobile,Comedy,Europe,On-Time,Premium,Yes,7,41,4887,Yes,3
1838,45,1,0.81,1,Smart TV,Romance,South America,On-Time,Premium,Yes,4,24,8744,Yes,3
1839,4,3,2.83,5,Smart TV,Sci-fi,Africa,Delayed,Basic,Yes,2,53,4395,Yes,3
1840,30,7,4.5,5,Laptop,Comedy,Europe,Delayed,Basic,No,8,70,1715,Yes,1
1841,53,6,0.79,5,Smart TV,Romance,Africa,On-Time,Basic,Yes,4,62,2665,Yes,4
1842,29,7,0.91,9,Laptop,Comedy,Asia,On-Time,Basic,No,5,41,3918,Yes,5
1843,13,5,1.86,9,Mobile,Sci-fi,Africa,Delayed,Standard,Yes,10,31,7667,No,4
1844,18,10,4.31,6,Mobile,Romance,Europe,On-Time,Basic,No,10,67,9044,No,2
1845,9,1,1.4,10,Tablet,Comedy,Asia,Delayed,Basic,Yes,6,34,9936,Yes,5
1846,24,7,1.46,3,Mobile,Comedy,North America,On-Time,Standard,Yes,7,63,2558,No,1
1847,11,8,0.7,5,Laptop,Drama,Oceania,On-Time,Standard,Yes,6,51,1331,Yes,1
1848,27,8,1.02,2,Smart TV,Romance,Oceania,On-Time,Premium,Yes,6,36,8814,Yes,1
1849,53,9,2.58,1,Tablet,Comedy,Africa,On-Time,Basic,Yes,5,40,3438,Yes,1
1850,52,9,0.01,2,Smart TV,Drama,South America,On-Time,Premium,Yes,9,38,6365,Yes,1
1851,24,2,0.73,9,Laptop,Drama,South America,On-Time,Premium,No,8,49,8296,Yes,5
1852,32,8,3,8,Mobile,Romance,Asia,On-Time,Standard,No,1,36,9882,No,1
1853,12,1,1.55,9,Smart TV,Romance,Europe,Delayed,Basic,No,7,51,8422,Yes,4
1854,12,6,1.5,8,Laptop,Romance,Asia,On-Time,Standard,No,9,29,7362,No,4
1855,20,10,1.35,7,Mobile,Drama,South America,On-Time,Premium,Yes,9,20,7528,No,3
1856,31,9,5,8,Tablet,Comedy,South America,Delayed,Basic,Yes,0,51,6370,No,4
1857,42,7,5.79,2,Smart TV,Comedy,North America,Delayed,Standard,No,9,27,1712,No,3
1858,23,6,4.38,4,Tablet,Comedy,South America,Delayed,Basic,No,1,53,8877,No,4
1859,15,5,4.1,10,Mobile,Romance,Oceania,On-Time,Standard,Yes,10,22,1959,No,1
1860,51,8,0.98,10,Smart TV,Action,North America,Delayed,Standard,No,1,56,8301,No,3
1861,53,6,1.55,2,Laptop,Action,Europe,On-Time,Standard,Yes,0,32,2302,Yes,3
1862,1,6,2.67,3,Tablet,Comedy,North America,Delayed,Premium,Yes,7,50,8527,No,4
1863,27,10,2.58,10,Mobile,Action,North America,Delayed,Basic,Yes,0,61,5372,No,4
1864,10,1,1.85,6,Smart TV,Drama,Asia,On-Time,Premium,Yes,0,22,6335,No,3
1865,44,2,4.84,8,Smart TV,Action,Europe,On-Time,Premium,No,7,51,7558,Yes,1
1866,16,5,1.03,8,Mobile,Romance,Asia,On-Time,Basic,No,4,60,9421,No,5
1867,9,9,3.05,3,Mobile,Romance,South America,On-Time,Premium,No,8,30,2969,Yes,5
1868,45,6,4.83,2,Tablet,Comedy,Europe,Delayed,Premium,No,9,36,2220,Yes,4
1869,41,1,4.83,3,Tablet,Romance,Africa,Delayed,Basic,No,8,22,4852,No,2
1870,50,5,1.27,4,Laptop,Sci-fi,South America,Delayed,Basic,No,8,46,5022,Yes,5
1871,48,7,3.12,10,Mobile,Action,Oceania,On-Time,Standard,Yes,0,39,3246,No,5
1872,55,3,2.01,2,Laptop,Action,North America,On-Time,Basic,Yes,10,65,6516,Yes,1
1873,54,8,3.74,9,Mobile,Drama,North America,On-Time,Basic,Yes,5,62,9631,Yes,5
1874,6,7,1.67,9,Tablet,Action,Europe,On-Time,Premium,No,10,38,5295,Yes,4
1875,5,3,1.76,2,Smart TV,Drama,South America,Delayed,Premium,Yes,9,20,6032,No,2
1876,58,4,1.37,4,Laptop,Action,Oceania,Delayed,Standard,Yes,8,35,5148,Yes,3
1877,27,10,1.8,8,Smart TV,Comedy,Oceania,Delayed,Standard,Yes,9,30,2619,Yes,5
1878,10,5,2.08,7,Mobile,Action,Oceania,Delayed,Standard,Yes,1,22,9358,No,2
1879,20,4,4.11,3,Laptop,Romance,South America,Delayed,Basic,Yes,9,47,5613,Yes,3
1880,13,7,5.32,1,Smart TV,Comedy,South America,Delayed,Premium,Yes,9,54,9225,No,2
1881,43,4,5.37,1,Mobile,Sci-fi,South America,Delayed,Premium,No,0,64,5068,No,1
1882,29,9,3.84,7,Mobile,Comedy,Europe,Delayed,Basic,Yes,7,42,2612,Yes,5
1883,32,7,2.94,4,Mobile,Action,Europe,Delayed,Standard,No,1,46,9165,No,3
1884,18,6,3.57,5,Laptop,Romance,South America,On-Time,Basic,Yes,9,29,1936,Yes,4
1885,29,10,5.36,2,Tablet,Romance,South America,Delayed,Standard,Yes,3,67,2232,Yes,4
1886,33,2,0.41,4,Mobile,Sci-fi,North America,Delayed,Basic,Yes,0,36,4572,No,1
1887,2,2,5.4,7,Laptop,Comedy,Africa,Delayed,Premium,No,2,21,5047,No,2
1888,16,7,0.12,7,Tablet,Romance,Africa,Delayed,Standard,Yes,1,31,2861,Yes,2
1889,57,9,3.85,8,Laptop,Comedy,Asia,On-Time,Premium,No,9,36,9980,Yes,4
1890,43,10,3.37,9,Mobile,Sci-fi,South America,Delayed,Standard,Yes,5,60,4557,No,3
1891,11,10,3.02,4,Mobile,Sci-fi,North America,Delayed,Premium,No,1,23,6903,No,5
1892,33,5,1.86,7,Laptop,Drama,North America,On-Time,Basic,Yes,4,64,7261,No,3
1893,41,1,0.35,10,Tablet,Comedy,Oceania,Delayed,Standard,No,3,66,5224,Yes,5
1894,9,5,1.89,2,Tablet,Drama,Europe,Delayed,Basic,No,1,22,8692,No,2
1895,6,4,5.45,5,Laptop,Romance,Europe,Delayed,Standard,No,7,40,5750,No,4
1896,55,5,5.49,3,Laptop,Comedy,South America,Delayed,Basic,Yes,1,35,5280,No,5
1897,35,10,3.09,9,Mobile,Sci-fi,Asia,On-Time,Premium,Yes,10,33,3613,Yes,5
1898,39,1,1.87,4,Tablet,Action,Europe,Delayed,Standard,Yes,7,30,8313,Yes,2
1899,1,10,5.57,5,Mobile,Action,South America,On-Time,Basic,Yes,8,34,3086,No,5
1900,42,9,5.66,4,Mobile,Drama,Europe,Delayed,Premium,Yes,10,40,5274,No,5
1901,32,9,1.04,9,Laptop,Romance,North America,On-Time,Standard,Yes,2,70,2535,No,1
1902,47,2,4.85,8,Mobile,Romance,Asia,Delayed,Basic,Yes,3,56,3644,No,1
1903,6,3,3.6,7,Laptop,Sci-fi,Africa,Delayed,Premium,No,8,43,4846,No,1
1904,20,8,3.16,10,Smart TV,Drama,Oceania,Delayed,Premium,No,2,68,1587,Yes,4
1905,14,9,3.05,8,Laptop,Drama,North America,On-Time,Standard,Yes,9,25,4842,No,1
1906,33,10,0.65,5,Laptop,Action,Europe,Delayed,Basic,Yes,5,45,8802,Yes,4
1907,20,9,5.02,8,Mobile,Drama,Africa,On-Time,Premium,No,0,68,3859,Yes,3
1908,53,9,1.86,4,Mobile,Sci-fi,South America,Delayed,Standard,Yes,9,26,6877,No,1
1909,9,6,1.22,7,Laptop,Drama,Europe,Delayed,Standard,No,8,28,6324,Yes,5
1910,36,9,0.72,8,Smart TV,Drama,Asia,Delayed,Basic,Yes,9,52,5428,No,2
1911,32,7,2.11,5,Tablet,Comedy,North America,On-Time,Premium,No,1,63,3201,Yes,1
1912,53,7,1.51,6,Smart TV,Romance,Europe,On-Time,Basic,No,7,50,3134,No,5
1913,32,1,5.22,1,Smart TV,Action,Asia,Delayed,Premium,Yes,2,18,1557,Yes,1
1914,43,7,4.77,7,Tablet,Comedy,South America,Delayed,Standard,Yes,8,18,2873,Yes,1
1915,11,8,1.36,7,Mobile,Action,Asia,Delayed,Standard,Yes,5,66,9144,No,5
1916,18,8,4.04,5,Laptop,Romance,Asia,Delayed,Premium,No,0,19,7028,Yes,5
1917,50,10,1.14,1,Mobile,Romance,Oceania,On-Time,Basic,No,0,47,7303,Yes,2
1918,59,8,0.02,4,Smart TV,Drama,Oceania,On-Time,Premium,No,1,56,9228,No,2
1919,19,6,5.74,10,Mobile,Sci-fi,South America,On-Time,Standard,No,2,62,3306,Yes,4
1920,43,5,1.56,5,Mobile,Sci-fi,South America,Delayed,Standard,Yes,5,65,8086,Yes,2
1921,40,2,1.39,3,Mobile,Comedy,Europe,On-Time,Basic,No,9,38,5201,Yes,4
1922,46,3,1.21,2,Tablet,Drama,North America,Delayed,Basic,No,6,41,4747,No,3
1923,2,9,2.61,2,Tablet,Action,South America,On-Time,Standard,No,5,36,2315,Yes,1
1924,55,10,4.34,6,Mobile,Drama,Asia,On-Time,Standard,No,10,60,9462,No,1
1925,52,6,5.9,3,Tablet,Romance,Oceania,Delayed,Premium,No,8,60,6429,No,1
1926,58,7,4.01,7,Laptop,Drama,Asia,On-Time,Basic,Yes,2,67,1786,Yes,1
1927,55,1,4.27,9,Tablet,Romance,Africa,Delayed,Standard,No,6,41,8207,No,5
1928,31,5,2.39,1,Mobile,Drama,Europe,Delayed,Standard,Yes,5,25,4003,Yes,3
1929,32,5,2.71,3,Smart TV,Drama,North America,On-Time,Basic,Yes,5,21,6892,Yes,1
1930,15,9,1.17,10,Laptop,Comedy,Asia,On-Time,Premium,Yes,8,33,2531,Yes,3
1931,27,8,4.9,1,Laptop,Action,Asia,On-Time,Premium,Yes,10,50,3356,Yes,4
1932,20,9,5.49,6,Laptop,Comedy,Africa,Delayed,Standard,No,9,30,6694,Yes,3
1933,43,4,5.65,7,Mobile,Action,Europe,Delayed,Standard,Yes,4,23,6438,No,4
1934,17,9,1.57,7,Tablet,Sci-fi,South America,Delayed,Basic,No,7,65,6396,No,2
1935,57,1,0.55,7,Smart TV,Sci-fi,Europe,On-Time,Basic,No,2,50,2640,No,1
1936,22,10,2.54,4,Mobile,Comedy,South America,On-Time,Basic,Yes,1,18,4608,Yes,2
1937,38,8,1.8,4,Smart TV,Drama,Africa,On-Time,Standard,Yes,10,70,6097,Yes,5
1938,47,9,0.72,8,Smart TV,Comedy,South America,On-Time,Basic,No,3,22,5155,No,3
1939,6,6,0.11,7,Smart TV,Action,North America,Delayed,Basic,No,7,30,2507,Yes,3
1940,59,6,0.38,1,Tablet,Comedy,Asia,On-Time,Basic,No,3,56,6239,Yes,3
1941,14,4,4.23,6,Laptop,Sci-fi,Europe,Delayed,Basic,No,6,32,9341,Yes,3
1942,59,2,1.8,9,Laptop,Romance,North America,On-Time,Standard,No,7,29,6660,Yes,4
1943,60,9,1.81,8,Mobile,Drama,Africa,Delayed,Basic,Yes,0,20,7871,No,3
1944,39,1,5.04,3,Laptop,Sci-fi,Asia,On-Time,Premium,Yes,4,48,2199,Yes,2
1945,18,7,2.94,6,Mobile,Romance,Asia,Delayed,Standard,Yes,6,30,4759,Yes,5
1946,4,5,2.79,10,Smart TV,Comedy,Asia,On-Time,Standard,Yes,10,44,8361,No,4
1947,51,2,4.75,8,Laptop,Comedy,South America,On-Time,Premium,Yes,9,67,5004,Yes,3
1948,17,8,1.73,10,Smart TV,Sci-fi,North America,Delayed,Premium,No,0,64,4175,No,4
1949,43,3,3.05,4,Tablet,Action,North America,On-Time,Premium,Yes,2,45,7755,Yes,5
1950,52,2,4.29,4,Tablet,Action,Africa,Delayed,Standard,Yes,4,52,9716,No,1
1951,23,1,4.92,6,Smart TV,Sci-fi,South America,On-Time,Basic,No,4,51,3444,Yes,2
1952,16,9,5.95,6,Laptop,Drama,Asia,On-Time,Standard,Yes,8,63,3270,Yes,1
1953,37,6,3.23,10,Laptop,Romance,Africa,On-Time,Standard,Yes,2,29,1927,Yes,1
1954,13,4,4.12,7,Laptop,Romance,Africa,On-Time,Standard,No,6,55,6602,No,4
1955,24,6,4.51,2,Mobile,Romance,Asia,Delayed,Basic,No,7,41,1025,Yes,2
1956,46,9,2.79,9,Mobile,Romance,Europe,Delayed,Basic,No,9,23,5027,No,2
1957,46,10,2.77,5,Tablet,Action,Europe,On-Time,Basic,No,2,63,7479,Yes,2
1958,40,6,4.29,1,Tablet,Comedy,North America,On-Time,Basic,No,9,45,1188,No,3
1959,44,1,4.45,10,Tablet,Romance,Oceania,Delayed,Premium,Yes,6,48,6881,Yes,5
1960,32,10,1.94,1,Laptop,Drama,South America,On-Time,Basic,Yes,3,25,8055,No,2
1961,39,7,4.67,2,Mobile,Comedy,North America,Delayed,Basic,Yes,5,69,8771,No,4
1962,37,8,1.12,2,Tablet,Sci-fi,Africa,Delayed,Basic,No,5,51,2723,Yes,2
1963,11,2,4.93,3,Mobile,Sci-fi,Oceania,On-Time,Basic,Yes,1,57,2998,Yes,1
1964,53,10,4.28,3,Smart TV,Action,South America,Delayed,Standard,No,1,30,5878,Yes,2
1965,4,4,2.84,8,Smart TV,Romance,Africa,On-Time,Standard,Yes,0,69,2914,Yes,4
1966,28,3,5.72,1,Tablet,Drama,Africa,Delayed,Premium,Yes,2,56,5103,No,4
1967,15,1,5.1,9,Laptop,Drama,Asia,On-Time,Standard,No,0,61,6278,Yes,3
1968,24,6,1.77,7,Mobile,Action,South America,Delayed,Premium,No,1,64,1014,No,3
1969,7,6,2.94,5,Mobile,Comedy,Europe,On-Time,Basic,No,1,18,4770,Yes,2
1970,1,1,3.82,5,Laptop,Sci-fi,South America,On-Time,Basic,Yes,3,61,9303,Yes,5
1971,22,8,4.83,8,Smart TV,Comedy,Europe,Delayed,Basic,No,4,50,3480,No,2
1972,17,1,5.58,9,Smart TV,Action,South America,On-Time,Premium,Yes,7,26,5547,Yes,2
1973,11,7,1.88,4,Mobile,Action,Europe,Delayed,Basic,No,9,29,4283,Yes,3
1974,12,8,0.52,7,Tablet,Sci-fi,Asia,Delayed,Basic,Yes,6,65,5000,No,4
1975,34,8,4.89,2,Tablet,Comedy,Oceania,On-Time,Basic,Yes,10,31,5712,No,5
1976,27,9,3.18,8,Smart TV,Action,Africa,Delayed,Standard,Yes,2,32,8613,No,1
1977,60,9,0.98,6,Mobile,Action,Asia,Delayed,Premium,Yes,1,67,5395,Yes,5
1978,5,2,3.25,5,Tablet,Sci-fi,Europe,On-Time,Premium,No,5,66,2128,Yes,5
1979,23,8,0.75,10,Laptop,Action,North America,On-Time,Premium,Yes,3,69,4299,No,1
1980,53,9,4.24,6,Mobile,Sci-fi,North America,On-Time,Standard,No,0,41,3515,No,2
1981,42,3,3.51,1,Smart TV,Action,Asia,Delayed,Premium,Yes,6,43,7491,Yes,5
1982,54,3,0.4,8,Smart TV,Comedy,Oceania,On-Time,Premium,Yes,1,18,5060,Yes,1
1983,15,7,4.96,8,Mobile,Drama,North America,On-Time,Standard,No,4,22,7271,No,3
1984,10,9,1.1,9,Tablet,Comedy,South America,Delayed,Premium,No,9,53,7533,Yes,2
1985,15,1,2.84,4,Tablet,Drama,Africa,On-Time,Premium,Yes,0,46,6833,No,1
1986,29,3,1.31,7,Tablet,Romance,Europe,On-Time,Standard,No,2,36,2125,Yes,2
1987,17,10,3.16,1,Mobile,Action,Africa,Delayed,Premium,Yes,0,38,7168,Yes,1
1988,41,4,1.01,3,Tablet,Comedy,Europe,On-Time,Standard,No,2,43,3331,No,5
1989,13,4,0.95,3,Laptop,Comedy,Asia,On-Time,Premium,Yes,9,47,2237,No,2
1990,8,6,0.31,10,Smart TV,Drama,Oceania,Delayed,Premium,No,4,31,8033,Yes,1
1991,15,7,3.67,9,Laptop,Romance,Africa,On-Time,Basic,Yes,8,65,1158,No,2
1992,50,9,4.45,8,Laptop,Action,North America,On-Time,Standard,No,4,39,1013,Yes,5
1993,54,1,4.95,10,Mobile,Romance,Asia,Delayed,Premium,Yes,10,30,8532,Yes,4
1994,10,10,2.65,4,Tablet,Comedy,Oceania,Delayed,Basic,Yes,10,70,5959,No,3
1995,13,5,5.98,2,Mobile,Sci-fi,North America,On-Time,Basic,No,6,43,1650,Yes,5
1996,19,6,1.22,1,Tablet,Sci-fi,North America,On-Time,Premium,Yes,3,50,3736,Yes,4
1997,8,2,5.48,10,Laptop,Romance,North America,Delayed,Standard,Yes,8,58,6033,Yes,1
1998,52,10,1.18,9,Smart TV,Romance,Oceania,On-Time,Standard,Yes,5,68,8764,Yes,3
1999,15,10,1.35,1,Laptop,Sci-fi,Africa,Delayed,Premium,No,9,42,8697,Yes,4
2000,41,8,4.86,9,Tablet,Sci-fi,Europe,On-Time,Basic,Yes,0,63,1067,No,2
2001,15,7,5.42,4,Laptop,Action,Oceania,Delayed,Premium,Yes,8,26,8032,Yes,5
2002,57,5,1.88,7,Tablet,Drama,Europe,On-Time,Basic,Yes,0,56,5948,No,2
2003,33,3,2.16,5,Laptop,Comedy,Africa,Delayed,Standard,No,3,59,8352,No,3
2004,24,5,3.64,9,Laptop,Drama,South America,On-Time,Premium,Yes,8,34,5149,No,2
2005,10,2,0.7,4,Tablet,Romance,Africa,Delayed,Premium,No,0,24,3069,Yes,2
2006,42,3,0.7,5,Laptop,Romance,Africa,Delayed,Premium,Yes,3,29,8591,Yes,1
2007,35,3,4.81,7,Smart TV,Sci-fi,Asia,Delayed,Premium,Yes,1,32,1098,Yes,5
2008,41,9,4.41,2,Mobile,Sci-fi,Asia,Delayed,Standard,No,10,31,8972,No,5
2009,23,1,0.98,1,Tablet,Drama,South America,On-Time,Basic,Yes,7,54,1982,No,2
2010,46,4,3.21,2,Mobile,Action,Oceania,Delayed,Premium,Yes,7,61,2742,No,3
2011,18,9,2.74,9,Mobile,Drama,Oceania,Delayed,Standard,Yes,6,34,7182,Yes,2
2012,41,1,4.57,5,Laptop,Drama,South America,On-Time,Premium,No,3,60,2591,No,4
2013,20,2,0.86,2,Smart TV,Drama,North America,Delayed,Premium,Yes,0,34,3325,No,1
2014,3,1,0.4,2,Smart TV,Comedy,Asia,Delayed,Basic,Yes,10,68,7716,No,5
2015,22,1,3.44,2,Mobile,Romance,North America,Delayed,Premium,Yes,8,46,2146,Yes,1
2016,20,2,4.86,9,Tablet,Action,Europe,Delayed,Standard,Yes,9,50,9674,Yes,1
2017,45,10,4.69,3,Tablet,Action,Asia,On-Time,Basic,No,6,61,4256,No,1
2018,33,2,3.17,8,Laptop,Drama,South America,On-Time,Premium,No,5,40,2788,Yes,1
2019,52,1,0.85,5,Tablet,Sci-fi,Europe,On-Time,Premium,Yes,7,55,1319,Yes,1
2020,54,4,3.57,4,Tablet,Comedy,Oceania,On-Time,Standard,No,0,21,9375,Yes,1
2021,59,3,3.35,2,Smart TV,Drama,Africa,On-Time,Standard,Yes,9,44,3392,No,4
2022,60,3,5.91,5,Tablet,Action,South America,Delayed,Standard,No,8,24,3816,No,5
2023,2,4,3.34,8,Smart TV,Sci-fi,Asia,Delayed,Premium,No,8,50,4943,No,5
2024,37,6,3.32,2,Tablet,Drama,Asia,Delayed,Standard,Yes,9,21,8363,No,2
2025,54,7,1.84,3,Smart TV,Romance,South America,Delayed,Basic,No,1,57,2811,Yes,1
2026,55,5,2.15,4,Smart TV,Comedy,Oceania,Delayed,Standard,Yes,8,59,6893,Yes,4
2027,21,10,3.81,6,Mobile,Comedy,Europe,On-Time,Premium,No,3,64,9376,Yes,3
2028,13,7,4.07,7,Mobile,Romance,Europe,On-Time,Basic,Yes,0,44,3948,Yes,4
2029,40,9,5.31,1,Mobile,Sci-fi,Europe,On-Time,Standard,No,7,24,2292,No,1
2030,27,2,0.88,4,Laptop,Action,Asia,Delayed,Basic,No,8,30,4601,Yes,2
2031,48,5,0.45,10,Smart TV,Comedy,North America,On-Time,Standard,Yes,8,29,4021,No,3
2032,2,10,5.96,10,Mobile,Comedy,Oceania,Delayed,Standard,No,9,69,7358,Yes,5
2033,56,9,3.37,3,Smart TV,Action,Oceania,On-Time,Basic,No,3,58,6204,No,2
2034,58,8,5.12,2,Tablet,Drama,Asia,Delayed,Premium,Yes,8,21,4931,No,2
2035,3,4,0.35,1,Tablet,Action,Asia,On-Time,Basic,No,3,33,7712,No,4
2036,22,10,0.94,8,Tablet,Comedy,Africa,Delayed,Basic,Yes,8,26,6882,Yes,3
2037,2,5,3.71,3,Laptop,Action,South America,Delayed,Standard,No,9,25,9919,Yes,5
2038,48,10,5.69,8,Mobile,Drama,North America,Delayed,Premium,No,8,51,6056,No,4
2039,1,4,0.48,10,Mobile,Romance,Europe,Delayed,Premium,No,1,70,4211,No,4
2040,32,7,2.17,6,Tablet,Romance,Africa,On-Time,Premium,Yes,2,41,6343,Yes,1
2041,57,4,0.2,7,Tablet,Sci-fi,South America,Delayed,Premium,No,4,62,8976,Yes,3
2042,55,2,0.19,8,Smart TV,Sci-fi,Europe,Delayed,Basic,No,6,29,6986,Yes,5
2043,47,1,5.46,5,Mobile,Romance,North America,On-Time,Premium,No,0,51,8445,Yes,4
2044,33,2,4.8,9,Tablet,Sci-fi,Europe,Delayed,Premium,No,6,20,9991,Yes,3
2045,5,6,3.34,7,Laptop,Comedy,South America,Delayed,Standard,Yes,5,49,1617,Yes,2
2046,43,3,0.69,10,Mobile,Sci-fi,Oceania,On-Time,Standard,No,5,57,9844,No,5
2047,21,10,1.38,1,Tablet,Drama,Africa,On-Time,Basic,Yes,1,44,3471,Yes,4
2048,14,7,1.86,3,Laptop,Drama,Europe,Delayed,Premium,Yes,3,52,2449,No,1
2049,42,5,4.61,4,Tablet,Comedy,Africa,Delayed,Basic,No,10,22,1228,Yes,2
2050,6,3,1.53,10,Tablet,Comedy,North America,Delayed,Standard,No,1,33,4509,Yes,4
2051,3,2,3.9,3,Tablet,Sci-fi,Asia,Delayed,Standard,Yes,6,63,9699,No,3
2052,16,3,1.47,3,Smart TV,Comedy,Asia,Delayed,Premium,Yes,7,52,9452,Yes,5
2053,51,8,3.95,10,Smart TV,Drama,Africa,On-Time,Standard,Yes,6,70,7542,Yes,5
2054,10,8,3.13,6,Mobile,Sci-fi,Africa,On-Time,Basic,Yes,2,51,9738,Yes,1
2055,52,6,4.94,9,Smart TV,Romance,South America,Delayed,Premium,No,7,66,1490,Yes,3
2056,44,1,1.39,1,Tablet,Action,Oceania,Delayed,Premium,No,6,39,1770,Yes,1
2057,26,6,2.77,2,Tablet,Drama,Africa,Delayed,Premium,Yes,4,49,9774,No,5
2058,26,6,1.56,2,Laptop,Sci-fi,South America,Delayed,Standard,No,9,22,1614,Yes,2
2059,32,5,0.2,1,Mobile,Sci-fi,Asia,On-Time,Basic,No,9,20,8388,Yes,3
2060,57,10,4.2,2,Laptop,Romance,Oceania,Delayed,Premium,Yes,4,44,2643,No,5
2061,6,5,3.88,6,Mobile,Romance,Asia,Delayed,Premium,Yes,5,27,8041,No,3
2062,24,1,3.42,4,Mobile,Drama,North America,On-Time,Standard,No,5,49,2492,No,4
2063,34,8,3.64,8,Laptop,Action,Oceania,Delayed,Basic,No,3,33,5172,No,3
2064,33,4,3.19,6,Tablet,Action,Africa,On-Time,Premium,Yes,2,50,5703,No,4
2065,27,6,0.93,10,Tablet,Action,Europe,Delayed,Basic,Yes,4,18,2255,No,1
2066,42,7,4.01,3,Tablet,Action,South America,Delayed,Standard,Yes,1,32,3239,Yes,5
2067,54,2,5.37,7,Tablet,Sci-fi,Oceania,On-Time,Basic,No,5,29,8684,Yes,4
2068,11,4,2.42,9,Mobile,Action,South America,Delayed,Standard,Yes,4,33,6682,No,5
2069,42,4,1.64,4,Smart TV,Action,South America,On-Time,Basic,No,1,66,9650,No,3
2070,43,8,5.53,8,Mobile,Romance,Asia,Delayed,Standard,No,5,43,7657,Yes,3
2071,48,7,4.39,1,Smart TV,Comedy,Europe,Delayed,Standard,No,1,33,1913,Yes,5
2072,9,5,1.63,8,Mobile,Romance,Europe,On-Time,Standard,Yes,4,52,8812,Yes,5
2073,59,6,3.89,9,Mobile,Action,Africa,On-Time,Premium,No,1,18,7411,No,1
2074,10,7,4.63,10,Smart TV,Drama,Oceania,Delayed,Premium,No,3,44,8584,Yes,1
2075,9,9,2.37,7,Mobile,Romance,Oceania,Delayed,Premium,Yes,8,37,6493,Yes,4
2076,49,1,4.18,2,Tablet,Drama,Asia,Delayed,Basic,Yes,7,41,6025,No,5
2077,30,8,1.39,7,Tablet,Drama,Africa,Delayed,Premium,Yes,3,67,8759,Yes,4
2078,9,2,2.12,10,Laptop,Romance,North America,On-Time,Standard,No,7,45,7859,No,2
2079,24,8,4.45,7,Laptop,Drama,South America,On-Time,Premium,No,0,68,7591,Yes,2
2080,53,9,5.18,8,Laptop,Sci-fi,Africa,Delayed,Standard,Yes,7,35,3742,No,1
2081,36,1,4.8,1,Laptop,Sci-fi,North America,On-Time,Standard,No,10,20,9116,Yes,1
2082,9,9,4.52,8,Smart TV,Sci-fi,Asia,On-Time,Basic,Yes,2,54,7725,No,2
2083,38,8,5.58,10,Smart TV,Action,Africa,On-Time,Premium,No,0,57,4634,Yes,2
2084,21,7,2.02,10,Mobile,Action,Asia,On-Time,Standard,No,7,24,6774,Yes,4
2085,20,2,3.73,4,Mobile,Action,South America,Delayed,Premium,Yes,0,48,4769,Yes,4
2086,56,9,1.79,6,Tablet,Drama,Oceania,Delayed,Standard,No,6,26,7213,Yes,1
2087,54,4,5.33,1,Smart TV,Comedy,North America,Delayed,Premium,Yes,8,37,5311,No,1
2088,56,1,0.91,5,Smart TV,Action,Africa,Delayed,Basic,No,5,57,1508,Yes,3
2089,45,10,2.6,6,Mobile,Romance,Asia,On-Time,Standard,No,10,20,1486,Yes,4
2090,40,5,1.17,4,Laptop,Comedy,South America,Delayed,Standard,No,0,64,2208,No,5
2091,59,7,3.96,6,Laptop,Action,Asia,Delayed,Basic,Yes,0,50,8203,No,5
2092,14,10,2.1,1,Smart TV,Action,Europe,Delayed,Basic,Yes,0,54,3165,No,5
2093,14,7,0.47,9,Smart TV,Sci-fi,South America,Delayed,Standard,Yes,10,57,5403,No,1
2094,10,4,4.09,9,Smart TV,Drama,Oceania,Delayed,Standard,Yes,7,25,6825,No,5
2095,33,4,2.75,5,Smart TV,Sci-fi,North America,On-Time,Standard,No,0,60,2502,Yes,1
2096,13,6,0.39,10,Tablet,Romance,Asia,Delayed,Standard,No,2,65,9703,No,2
2097,18,3,3.11,4,Mobile,Action,Asia,Delayed,Standard,Yes,6,37,6788,Yes,3
2098,48,4,0.26,2,Tablet,Sci-fi,Africa,Delayed,Basic,Yes,2,60,7383,No,2
2099,14,6,5.16,7,Smart TV,Action,Europe,On-Time,Premium,Yes,8,25,5208,No,3
